show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s260,Movie,Truck Tunes 2,Jim Gardner,,,,2014,ALL,27 min,"Kids, Special Interest","From the creators of the original Truck Tunes come ten more songs about ten more cool trucks! These music videos will have you dancing and singing along with all the fun. Songs include, ""Dump It Dump Truck"", ""Clean Up Like a Vacuum Truck"", ""Call Him a Monster Truck"", and many more! Kids of all ages will love these videos. There's no better way to learn about awesome trucks than with Truck Tunes."
s261,TV Show,Troy the Train,,,,,2019,ALL,2 Seasons,"Animation, Kids","Troy the train is the fastest and smartest train in Train Town! He can transform himself in any vehicles with the help of his friend, Teddy ! Every day, Troy the train meets new friends, who follow him in wonderful adventures."
s262,Movie,Tropic Thunder,Ben Stiller,"Ben Stiller, Jack Black, Robert Downey","United States, United Kingdom, Germany",,2008,R,107 min,"Action, Comedy","Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film."
s263,Movie,Trois 3: The Escort,Sylvain White,"Brian White, Patrice Fisher, Reagan Gomez-Preston",,,2004,R,95 min,"Drama, Suspense","When a hip-hop promoter is bailed out of a hefty debt by a club owner, he becomes one of her call boys and nearly loses his life in the process."
s264,Movie,Triple Seat (4K UHD),Sanket Prakash Pavse,"Ankush Chaudhari, Shivani Surve, Pallavi Patil",India,,2019,NR,126 min,"Comedy, International","A young, happy couple`s life gets turned upside down when the guy receives a call from an unknown woman who claims to be in danger. A new take on the classic love triangle, Triple Seat brings to you a light-hearted story about wireless love."
s265,Movie,Trilogy of Terror,Dan Curtis,"Karen Black, Robert Burton, John Karlen, George Gaynes, Jim Storm, Gregory Harrison, Kathryn Reynolds, Tracy Curtis, Orin Cannon, Walker Edmiston",,,1975,,72 min,"Horror, Suspense","Three bizarre horror stories all of which star Karen Black in four different roles playing tormented women. Written by Richard Matheson (The Twilight Zone, Night Gallery, The Outer Limits, The Alfred Hitchcock Hour et al.)."
s266,TV Show,Travels by Narrowboat,,Kevin Shelley,,,2020,18+,6 Seasons,"Documentary, Special Interest","Season 6 kicks off at Sawley, where Kevin & Aslan arrived at the end of Season 5. With the weather forecast promising an unseasonably fine winter for the following 2 weeks, Kevin must decide if he is to head north or south - ultimately choosing to 'hibernate' through the cold months, in an area he is familiar with and remembers as comforting, safe and homely."
s267,TV Show,Travel with Kids,,"Nathan Simmons, Seamus Simmons",,,2015,ALL,2 Seasons,"Kids, Special Interest","Travel With Kids adventure continues from Bora Bora to Botswana. Learn history and culture in California and China. Swim with whale sharks in Mexico, explore the jungles of Belize and get castaway on Fiji. Enjoy Hawaii head out on safari in South Africa. Travel With Kids brings you educational and trip planning, or just trip dreaming fun for the family!"
s268,TV Show,Trapped [English Subtitled],,,,,2019,TV-14,2 Seasons,TV Shows,"When a man immolates himself and a government Minister outside Parliament in Reykjavik, Police chief Andri Ólafsson is in charge of the case. This takes him back to the town he left behind, where darker secrets than he knew lurk in the mountains and valleys around the fjord. Then the brutal murder of the foreman at a geothermal power plant raises questions."
s269,Movie,Transpecos,Greg Kwedar,"Johnny Simmons, Gabriel Luna, Clifton Collins, Jr.",,,2016,16+,86 min,"Action, Suspense","For three US Border Patrol agents, the contents of one car reveals a dark secret within their unit that could cost them all their lives. SXSW Grand Jury Award Winner 2016"
s270,TV Show,Transparent,,"Trace Lisette, Missi Pyle, Tig Notaro, Jay Duplass, Jerry Adler, Gaby Hoffmann, Judith Light, Richard Kind, Michaela Watkins, Erik Liberman, Jo Lambert, Alia Shawkat, Cherry Jones, Rob Huebel, Melora Hardin, Leslie Margherita, Bradley Whitford, Rainn Wilson, Jenny O'Hara, Kathryn Hahn, Amy Landecker",United States,,2019,18+,5 Seasons,"Comedy, Drama, LGBTQ","THE TRANSPARENT MUSICALE FINALE takes the beloved Emmy and Golden Globe award-winning series TRANSPARENT to new heights as a dazzling two-hour movie musical fantasia. When the Pfeffermans face a life-changing loss, they begin a journey hilarious and melancholy, brazen and bold. As they face this new transition, they confront grief and come together to celebrate connection, joy, and transformation."
s271,Movie,Transmilitary,Gabriel Silverman,"Laila Ireland, Logan Ireland, Jennifer Peace, El Cook, Sue Fulton",,,2019,16+,93 min,"Documentary, Special Interest","At a time when transgender people are banned from serving in the U.S. military, four transgender troops risking discharge fight to attain the freedom they so fiercely protect. 2018 SXSW Audience Award Winner, Best Documentary."
s272,Movie,Transit,Antonio Negret,"James Caviezel, James Frain, Elisabeth Rohm, Harold Perrineau, Ryan Donowho",United States,,2012,R,88 min,"Action, Drama, Suspense",The camping trip was meant to reunite the Sidwell family...it's not. When they are hunted and terrorized by violent bank robbers their very survival will depend on working together.
s273,TV Show,Trail of Tears,,various,,,2008,13+,1 Season,"Documentary, Special Interest","Native Americans have experienced a history full of oppression and racism. Since the period when Native tribes were found on this continent at the time of its discovery, the British and American governments disregarded Native Americans as the owners of the territory they occupied and used aggressive force to take their lands and destroy their people."
s274,Movie,Trading Paint,Karzan Kader,"John Travolta, Shania Twain, Toby Sebastian, Rosabell Laurenti Sellers, Michael Madsen, Kevin Dunn",,,2019,R,87 min,"Action, Adventure","A down and out stock car racing legend (John Travolta) is drawn back to the dirt track when his son (Toby Sebastian), an aspiring driver, joins a rival racing team, which sparks an intense and dangerous competition between father and son."
s275,Movie,Tracktown,"Jeremy Teicher, Alexi Pappas","Alexi Pappas, Chase Offerle, Rachel Dratch, Andy Buckley, Rebecca Friday, Sasha Spencer Atwood, Remy Teicher, Nick Symmonds",,,2017,18+,89 min,"Comedy, Drama, Sports","A young long-distance runner twists her ankle during her first Olympic Trials and must do something she's never done before: take a day off. Los Angeles Film Festival, RiverRun International Film Festival"
s276,Movie,Traci Townsend,Craig Ross Jr.,"Jazsmin Lewis, Richard T. Jones, Victor Williams, Mari Morrow, Aaron D. Spears, Marlon Young, Jay Acovone, Suzanne Whang, Amy Hunter, Caryn Ward",,,2007,16+,88 min,"Comedy, Romance","A beautiful and successful journalist, interviews her three previous boyfriends, to find out why they never proposed. Each distinctly different interview, comically teaches Traci more about herself than she would care to know."
s277,Movie,Toxification,"Rehmat Rayatt, Leva Kwestany","Darshan Singh Rudel, Inderjeet Singh Jaijee, Gurpartap Singh Pannu, Amarjit Singh, Balbir Singh, Dr Nicola Cannon, Ranbir Singh",,,2019,13+,65 min,Documentary,"Farmers put food on our plates, but the profession is a challenging one. In the state of Punjab in India, farmer suicide is one of the biggest social issues along with an overwhelming drug problem and lack of resources; it seems as if there is no hope. On the sidelines though, a sustainable organic movement grows, with the hope of a future where farmers can once again be masters of their land."
s278,Movie,Tour Balas Perdidas en Madrid,Carlos Sánchez,,,,2021,G,116 min,Music Videos and Concerts,TOUR_BALAS_PERDIDAS_EN_MADRID offered an unforgettable concert on December 15th at Wizink Center in Madrid as a final clasp of its mythical “Balas Perdidas Tour”.
s279,TV Show,Tougher In Alaska,,Geo Beach,,,2008,TV-PG,1 Season,TV Shows,"Everything is Tougher In Alaska. From earning a living to burying the dead, everyday life is shaped by unimaginably severe weather, impassable terrain and mind-bendingly vast distances."
s280,Movie,Tough Guy: The Bob Probert Story,Geordie Day,"Bob Probert, Joe Kocur, Don Cherry, Tie Domi, Jeremy Roenick, Chris Chelios",,,2019,16+,93 min,"Documentary, Drama, Sports","An intimate portrait of legendary NHL tough guy Bob Probert told through exclusive interviews with his family, friends, teammates and rivals, featuring game footage, news reports, and never before seen home movies."
s281,Movie,Touch Chesi Chudu,Vikram Sirikonda,"Ravi Teja, Raashi Khanna, Seerat Kapoor",India,,2018,13+,142 min,"Drama, International, Romance","Karthikeya(Ravi Teja) is a businessman who keeps his family first before anything. He has a tough time convincing Pushpa(Raashi Khanna) whom he met in a match making, to marry him and when things seem to be going fine, he suddenly comes across Irfan, a criminal with whom he shares a dreaded past. Who is Irfan? What is the past that connects both of them? What is the shocking fact revealed later?"
s282,TV Show,Totally Spies!,,"Jennifer Hale, Andrea Baker, Katie Griffin, Adrian Truss",,,2014,TV-Y7,6 Seasons,Kids,"Join Sam, Alex and Clover, high school best friends, as they accidentally find their way into their secret lives of being undercover spies for WOOHP, who fight and foil the devious plans of the world's strangest and the most outrageous supervillains. Each episode gives us a sneak peek into their lives and serves as a reminder that some super spies have high school woes and homework!"
s283,TV Show,Total Wipeout,,"Richard Hammond, Amanda Byram",,,2012,ALL,6 Seasons,"Comedy, Documentary, Unscripted",Join Richard Hammond and Amanda Byram for a cup of cocoa by the fire and to watch 20 brave and chilly Brits take on brand spanking new Winter Wipeout. All the things you know and love about Total Wipeout with a new course of HUGE obstacles in a snowy winter wonderland setting.
s284,Movie,Tortilla Soup,Maria Ripoll,"Héctor Elizondo, Jacqueline Obradors, Elizabeth Peña, Tamara Mello, Raquel Welch, Paul Rodriguez, Constance Marie",United States,,2002,PG-13,104 min,"Comedy, Drama, Romance",A Mexican-American master chef and father to three daughters has lost his taste for food but not for life.
s285,Movie,Tormented,Bert I. Gordon,"Richard Carlson, Susan Gordon",,,1960,NR,75 min,"Horror, Suspense","A man lets a former flame fall to her death rather than let her interfere with his new relationship, but her ghost returns to disrupt his impending nuptials."
s286,TV Show,Toradora!,,"Rie Kugimiya, Junji Majima",,,2009,TV-14,1 Season,"Animation, Anime, Drama","Toradora! tells the tale of Ryuji (dragon) and Taiga (tiger) helping each other confess to their crushes. From the classroom, to the pool, to a summer vacation house and even the school's culture festival... will Ryuji and Taiga be able to help one another conquer their emotions, or will a new bond be formed in the chaotic war of love?"
s287,Movie,Top Secret Rosies: The Female Computers of WWII,LeAnn Erickson,"Jean Jennings Bartik, Marlyn Wescoff Meltzer, Shirley Melvin",,,2010,,57 min,Documentary,"From PBS - In 1942 soon after the Japanese attack on Pearl Harbor, a secret military program was launched to recruit female mathematicians who would become human 'computers' for the US military. Top Secret 'Rosies': The Female 'Computers' of WWII shares a story of the women and technology that helped win a war and usher in the modern computer age."
s288,TV Show,Top Gear's Top 41,,Richard Hammond,,,2013,TV-PG,1 Season,Documentary,"Jeremy Clarkson, Richard Hammond, James May and occasionally The Stig, have created some of the most memorable moments on TV in the past 10 years. Top Gear's Top 41 will take you on a journey through their favorite moments from the past 19 seasons, including the very best of the races, the challenges, the road-trips, and the often slightly ridiculous stunts."
